132	132	80	1
0	0	16	0
0	1	16	0
0	2	16	0
0	3	16	0
0	4	16	0
0	5	16	0
0	6	16	0
0	7	16	0
0	8	16	0
0	9	16	0
0	10	16	0
0	11	16	0
0	12	16	0
0	13	16	0
0	14	16	0
0	15	6	0
0	16	6	0
0	17	6	0
0	18	6	0
0	19	6	0
0	20	6	0
0	21	6	0
0	22	6	0
0	23	6	0
0	24	6	0
0	25	6	0
0	26	6	0
0	27	6	0
0	28	6	0
0	29	6	0
0	30	6	0
0	31	6	0
0	32	6	0
0	33	6	0
0	34	6	0
0	35	6	0
0	36	53	0
0	37	53	0
0	38	53	0
0	39	53	0
0	40	53	0
0	41	53	0
0	42	53	0
0	43	53	0
0	44	53	0
0	45	53	0
0	46	53	0
0	47	53	0
0	48	53	0
0	49	48	0
0	50	48	0
0	51	48	0
0	52	48	0
0	53	48	0
0	54	48	0
0	55	48	0
0	56	48	0
0	57	48	0
0	58	48	0
0	59	48	0
0	60	48	0
0	61	48	0
0	62	48	0
0	63	48	0
0	64	48	0
0	65	48	0
0	66	48	0
0	67	48	0
0	68	48	0
0	69	17	0
0	70	17	0
0	71	17	0
0	72	17	0
0	73	17	0
0	74	17	0
0	75	17	0
0	76	17	0
0	77	17	0
0	78	17	0
0	79	22	0
0	80	22	0
0	81	22	0
0	82	22	0
0	83	22	0
0	84	22	0
0	85	22	0
0	86	22	0
0	87	22	0
0	88	22	0
0	89	22	0
0	90	22	0
0	91	22	0
0	92	22	0
0	93	22	0
0	94	22	0
0	95	22	0
0	96	22	0
0	97	22	0
0	98	45	0
0	99	45	0
0	100	45	0
0	101	45	0
0	102	45	0
0	103	45	0
0	104	45	0
0	105	45	0
0	106	45	0
0	107	45	0
0	108	45	0
0	109	23	0
0	110	23	0
0	111	23	0
0	112	23	0
0	113	23	0
0	114	23	0
0	115	23	0
0	116	23	0
0	117	23	0
0	118	23	0
0	119	23	0
0	120	23	0
0	121	70	0
0	122	70	0
0	123	70	0
0	124	70	0
0	125	16	0
0	126	16	0
0	127	16	0
0	128	16	0
0	129	16	0
0	130	16	0
0	131	16	0
1	0	16	0
1	1	16	0
1	2	16	0
1	3	33	0
1	4	33	0
1	5	33	0
1	6	33	0
1	7	33	0
1	8	33	0
1	9	33	0
1	10	33	0
1	11	33	0
1	12	33	0
1	13	33	0
1	14	33	0
1	15	6	0
1	16	6	0
1	17	6	0
1	18	6	0
1	19	6	0
1	20	6	0
1	21	6	0
1	22	6	0
1	23	6	0
1	24	6	0
1	25	6	0
1	26	6	0
1	27	6	0
1	28	6	0
1	29	6	0
1	30	6	0
1	31	6	0
1	32	6	0
1	33	6	0
1	34	6	0
1	35	53	0
1	36	53	0
1	37	53	0
1	38	53	0
1	39	53	0
1	40	53	0
1	41	53	0
1	42	53	0
1	43	53	0
1	44	53	0
1	45	53	0
1	46	53	0
1	47	53	0
1	48	53	0
1	49	53	0
1	50	48	0
1	51	48	0
1	52	48	0
1	53	48	0
1	54	48	0
1	55	48	0
1	56	48	0
1	57	48	0
1	58	48	0
1	59	48	0
1	60	48	0
1	61	48	0
1	62	48	0
1	63	48	0
1	64	48	0
1	65	48	0
1	66	48	0
1	67	48	0
1	68	17	0
1	69	17	0
1	70	17	0
1	71	17	0
1	72	17	0
1	73	17	0
1	74	17	0
1	75	17	0
1	76	17	0
1	77	17	0
1	78	17	0
1	79	17	0
1	80	22	0
1	81	22	0
1	82	22	0
1	83	22	0
1	84	22	0
1	85	22	0
1	86	22	0
1	87	22	0
1	88	22	0
1	89	22	0
1	90	22	0
1	91	22	0
1	92	22	0
1	93	22	0
1	94	22	0
1	95	22	0
1	96	22	0
1	97	62	0
1	98	62	0
1	99	45	0
1	100	45	0
1	101	45	0
1	102	45	0
1	103	45	0
1	104	45	0
1	105	45	0
1	106	45	0
1	107	45	0
1	108	45	0
1	109	23	0
1	110	23	0
1	111	23	0
1	112	23	0
1	113	23	0
1	114	23	0
1	115	23	0
1	116	23	0
1	117	23	0
1	118	23	0
1	119	23	0
1	120	23	0
1	121	23	0
1	122	70	0
1	123	70	0
1	124	56	0
1	125	16	0
1	126	16	0
1	127	16	0
1	128	16	0
1	129	16	0
1	130	16	0
1	131	16	0
2	0	16	0
2	1	56	0
2	2	33	0
2	3	33	0
2	4	33	0
2	5	33	0
2	6	33	0
2	7	33	0
2	8	33	0
2	9	33	0
2	10	33	0
2	11	33	0
2	12	33	0
2	13	33	0
2	14	33	0
2	15	33	0
2	16	33	0
2	17	6	0
2	18	6	0
2	19	6	0
2	20	6	0
2	21	6	0
2	22	6	0
2	23	6	0
2	24	6	0
2	25	6	0
2	26	6	0
2	27	6	0
2	28	6	0
2	29	6	0
2	30	6	0
2	31	6	0
2	32	6	0
2	33	6	0
2	34	53	0
2	35	53	0
2	36	53	0
2	37	53	0
2	38	53	0
2	39	53	0
2	40	53	0
2	41	53	0
2	42	53	0
2	43	53	0
2	44	53	0
2	45	53	0
2	46	53	0
2	47	53	0
2	48	53	0
2	49	53	0
2	50	53	0
2	51	48	0
2	52	48	0
